,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,filename,number_of_faces,genders,anmerkungen,path_0,path_1,path_2,path_3,genders_0,genders_1,genders_2,genders_3
73,73,73,73,73,73,73,73,73,73,73,73,2575066668_fdca150798_3194_20338234@N08.jpg,4,mfmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2575066668_fdca150798_3194_20338234@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2575066668_fdca150798_3194_20338234@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2575066668_fdca150798_3194_20338234@N08.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2575066668_fdca150798_3194_20338234@N08.jpg,,,mfmf,mfmf
74,74,74,74,74,74,74,74,74,74,74,74,2576520787_533808fa06_3040_68245613@N00.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2576520787_533808fa06_3040_68245613@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2576520787_533808fa06_3040_68245613@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2576520787_533808fa06_3040_68245613@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2576520787_533808fa06_3040_68245613@N00.jpg,,,mfmm,mfmm
75,75,75,75,75,75,75,75,75,75,75,75,2577330341_aa43608022_3106_23324812@N00.jpg,4,mffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2577330341_aa43608022_3106_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2577330341_aa43608022_3106_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/wrong_number_of_faces/2577330341_aa43608022_3106_23324812@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2577330341_aa43608022_3106_23324812@N00.jpg,mmff,mmff,,mfff
76,76,76,76,76,76,76,76,76,76,76,76,2595189457_337ae2d0aa_3130_66476625@N00.jpg,4,ffmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2595189457_337ae2d0aa_3130_66476625@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2595189457_337ae2d0aa_3130_66476625@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2595189457_337ae2d0aa_3130_66476625@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2595189457_337ae2d0aa_3130_66476625@N00.jpg,ffff,mfmf,ffmf,fmmf
77,77,77,77,77,77,77,77,77,77,77,77,2602770656_d97c0eceae_3113_10192717@N03.jpg,5,ffmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2602770656_d97c0eceae_3113_10192717@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2602770656_d97c0eceae_3113_10192717@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2602770656_d97c0eceae_3113_10192717@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2602770656_d97c0eceae_3113_10192717@N03.jpg,,,mmmfm,mmmfm
78,78,78,78,78,78,78,78,78,78,78,78,2603911566_6c6b9cd327_3241_7219977@N05.jpg,4,ffmm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2603911566_6c6b9cd327_3241_7219977@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2603911566_6c6b9cd327_3241_7219977@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2603911566_6c6b9cd327_3241_7219977@N05.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2603911566_6c6b9cd327_3241_7219977@N05.jpg,ffmm,,mfmm,ffmm
79,79,79,79,79,79,79,79,79,79,79,79,2609019456_a71f54d0dd_3188_97693904@N00.jpg,5,mmfmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2609019456_a71f54d0dd_3188_97693904@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2609019456_a71f54d0dd_3188_97693904@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2609019456_a71f54d0dd_3188_97693904@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2609019456_a71f54d0dd_3188_97693904@N00.jpg,,fmmmm,mmmmm,mmmmm
80,80,80,80,80,80,80,80,80,80,80,80,2613092083_fc20f3f48c_2117_52889139@N00.jpg,4,ffmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2613092083_fc20f3f48c_2117_52889139@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2613092083_fc20f3f48c_2117_52889139@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2613092083_fc20f3f48c_2117_52889139@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2613092083_fc20f3f48c_2117_52889139@N00.jpg,ffmf,fmmf,ffmf,ffmf
81,81,81,81,81,81,81,81,81,81,81,81,2614898688_4b9a506125_3049_7879007@N03.jpg,4,ffff,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2614898688_4b9a506125_3049_7879007@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2614898688_4b9a506125_3049_7879007@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2614898688_4b9a506125_3049_7879007@N03.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2614898688_4b9a506125_3049_7879007@N03.jpg,ffmf,ffmm,ffff,ffff
82,82,82,82,82,82,82,82,82,82,82,82,2616003726_663b9ae52e_3208_12368952@N06.jpg,4,mfmf,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2616003726_663b9ae52e_3208_12368952@N06.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2616003726_663b9ae52e_3208_12368952@N06.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2616003726_663b9ae52e_3208_12368952@N06.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2616003726_663b9ae52e_3208_12368952@N06.jpg,mfmm,mmmm,mmmm,mfmm
83,83,83,83,83,83,83,83,83,83,83,83,2620128187_f92a6c4568_3265_24147178@N04.jpg,4,mmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2620128187_f92a6c4568_3265_24147178@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2620128187_f92a6c4568_3265_24147178@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2620128187_f92a6c4568_3265_24147178@N04.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2620128187_f92a6c4568_3265_24147178@N04.jpg,mmff,,mmff,mfff
84,84,84,84,84,84,84,84,84,84,84,84,2622762056_aa1ed7f12f_3026_45468385@N00.jpg,6,mffmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/wrong_number_of_faces/2622762056_aa1ed7f12f_3026_45468385@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/2622762056_aa1ed7f12f_3026_45468385@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2622762056_aa1ed7f12f_3026_45468385@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2622762056_aa1ed7f12f_3026_45468385@N00.jpg,,,mffffm,mfmffm
85,85,85,85,85,85,85,85,85,85,85,85,2636853661_f751ae0bc1_3001_99171494@N00.jpg,4,fmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/2636853661_f751ae0bc1_3001_99171494@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/2636853661_f751ae0bc1_3001_99171494@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/2636853661_f751ae0bc1_3001_99171494@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/2636853661_f751ae0bc1_3001_99171494@N00.jpg,mmff,mmfm,fmff,fmff
86,86,86,86,86,86,86,86,86,86,86,86,358792099_e44f0679f5_165_37718678739@N01.jpg,4,mffm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/358792099_e44f0679f5_165_37718678739@N01.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/wrong_number_of_faces/358792099_e44f0679f5_165_37718678739@N01.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/358792099_e44f0679f5_165_37718678739@N01.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/358792099_e44f0679f5_165_37718678739@N01.jpg,fmfm,,mmmm,mmfm
87,87,87,87,87,87,87,87,87,87,87,87,370494917_2993689159_140_20133427@N00.jpg,4,fmfm,,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_0/correct_number_of_faces/370494917_2993689159_140_20133427@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_1/correct_number_of_faces/370494917_2993689159_140_20133427@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_2/correct_number_of_faces/370494917_2993689159_140_20133427@N00.jpg,/home/butti/PycharmProjects/cov_project/data/Fam4a_used_out/mode_3/correct_number_of_faces/370494917_2993689159_140_20133427@N00.jpg,fmmm,mmmf,fmfm,fmmf
